acclx,accly,acclz,down
300.0,-750.0,6221.0
359.0,-1077.0,5632.0
368.0,-1400.0,5183.0
250.0,-1568.0,4961.0
172.0,-1586.0,4885.0
110.0,-1509.0,4748.0
55.0,-1247.0,4421.0
118.0,-1222.0,4288.0
88.0,-901.0,4342.0
51.0,-470.0,4882.0
87.0,-238.0,5498.0
43.0,-213.0,5720.0
58.0,-132.0,6105.0
51.0,106.0,6642.0
-13.0,434.0,7484.0
-141.0,785.0,8593.0
-193.0,1144.0,9231.0
-210.0,1557.0,9822.0
-81.0,1919.0,10631.0
-83.0,2162.0,11289.0
-96.0,2179.0,11822.0
-58.0,1957.0,12362.0
-187.0,2066.0,12639.0
-242.0,1760.0,12703.0
-286.0,1343.0,12206.0
-432.0,1038.0,11557.0
-415.0,872.0,11307.0
-501.0,809.0,10960.0
-517.0,667.0,10567.0
-548.0,472.0,10050.0
-572.0,327.0,9341.0
-585.0,207.0,9192.0
-516.0,9.0,8854.0
-449.0,-232.0,8037.0
-308.0,-455.0,7239.0
-195.0,-527.0,6742.0
-179.0,-546.0,6512.0
-122.0,-680.0,6378.0
-30.0,-706.0,6275.0
69.0,-725.0,6207.0
186.0,-621.0,6225.0
195.0,-467.0,6323.0
253.0,-452.0,6436.0
260.0,-437.0,6484.0
309.0,-370.0,6473.0
343.0,-343.0,6561.0
330.0,-283.0,6680.0
273.0,-188.0,6878.0
193.0,-120.0,7112.0
130.0,-102.0,7317.0
