acclx,accly,acclz,left
1685.0,-401.0,7854.0
2171.0,-1002.0,7952.0
2459.0,-1689.0,7900.0
2876.0,-1994.0,7769.0
3321.0,-1756.0,7525.0
3717.0,-1096.0,7122.0
3939.0,-377.0,6589.0
3729.0,147.0,6177.0
3047.0,490.0,6224.0
2200.0,567.0,6747.0
1370.0,371.0,7428.0
528.0,74.0,7958.0
-276.0,-135.0,8307.0
-1178.0,-132.0,8530.0
-2003.0,-68.0,8872.0
-2880.0,273.0,9135.0
-3979.0,1019.0,9197.0
-4921.0,1805.0,9435.0
-5877.0,2159.0,9741.0
-6724.0,1974.0,10055.0
-7377.0,1413.0,10454.0
-7722.0,815.0,10913.0
-7507.0,367.0,11211.0
-6677.0,61.0,11001.0
-5572.0,-13.0,10321.0
-4429.0,137.0,9551.0
-3275.0,342.0,9023.0
-2206.0,457.0,8707.0
-1333.0,448.0,8408.0
-526.0,309.0,8051.0
317.0,106.0,7737.0
1289.0,-22.0,7459.0
2316.0,-96.0,7196.0
3204.0,-139.0,6964.0
3855.0,-181.0,6856.0
4247.0,-267.0,6845.0
4401.0,-385.0,6957.0
4388.0,-496.0,7145.0
4243.0,-587.0,7340.0
3990.0,-605.0,7504.0
3630.0,-524.0,7594.0
3226.0,-418.0,7630.0
2774.0,-301.0,7628.0
2307.0,-188.0,7641.0
1835.0,-110.0,7722.0
1398.0,-82.0,7860.0
951.0,-101.0,7988.0
491.0,-138.0,8051.0
78.0,-177.0,8087.0
-221.0,-199.0,8096.0
-408.0,-209.0,8097.0
-487.0,-221.0,8053.0
-519.0,-207.0,8017.0
-560.0,-155.0,7998.0
