acclx,accly,acclz,down
-106.0,-823.0,6075.0
-162.0,-979.0,5412.0
-283.0,-1072.0,4920.0
-459.0,-1016.0,4771.0
-622.0,-934.0,4728.0
-683.0,-820.0,4858.0
-645.0,-715.0,5319.0
-559.0,-677.0,5625.0
-384.0,-645.0,5728.0
-193.0,-549.0,6005.0
-108.0,-427.0,6507.0
-147.0,-241.0,7049.0
-171.0,-42.0,7573.0
-78.0,145.0,8080.0
51.0,466.0,8809.0
148.0,970.0,9990.0
256.0,1239.0,10893.0
428.0,1339.0,11536.0
657.0,1338.0,11998.0
803.0,1331.0,12378.0
878.0,1353.0,12544.0
828.0,1331.0,12204.0
721.0,1285.0,11904.0
545.0,1184.0,11705.0
324.0,1127.0,11296.0
213.0,1092.0,10649.0
208.0,978.0,10070.0
177.0,860.0,9615.0
78.0,752.0,9254.0
-37.0,569.0,8752.0
-119.0,289.0,7995.0
-204.0,89.0,7571.0
-285.0,6.0,7298.0
-377.0,-89.0,6942.0
-396.0,-202.0,6586.0
-414.0,-388.0,6218.0
-394.0,-513.0,5986.0
-370.0,-518.0,5910.0
-385.0,-469.0,5969.0
-377.0,-542.0,6123.0
-373.0,-627.0,6362.0
-337.0,-642.0,6567.0
-287.0,-600.0,6751.0
-256.0,-560.0,6865.0
-201.0,-530.0,6968.0
-141.0,-452.0,7108.0
-109.0,-313.0,7331.0
-77.0,-209.0,7480.0
-18.0,-176.0,7537.0
32.0,-118.0,7583.0
