acclx,accly,acclz,up
314.0,239.0,8601.0
251.0,260.0,8930.0
229.0,88.0,9382.0
125.0,177.0,9820.0
215.0,363.0,10458.0
161.0,449.0,10731.0
129.0,283.0,10931.0
104.0,363.0,11179.0
166.0,221.0,11434.0
173.0,580.0,11367.0
196.0,898.0,11326.0
203.0,1129.0,11354.0
154.0,1216.0,11176.0
83.0,1245.0,10906.0
77.0,1174.0,10344.0
80.0,1129.0,9666.0
102.0,1055.0,9034.0
123.0,1028.0,7984.0
119.0,651.0,6866.0
-80.0,70.0,5658.0
-105.0,-464.0,4881.0
-136.0,-741.0,4067.0
-127.0,-1207.0,3064.0
-278.0,-1400.0,2175.0
-426.0,-2118.0,1683.0
-610.0,-2740.0,1243.0
-839.0,-3111.0,879.0
-1047.0,-3265.0,798.0
-1304.0,-3257.0,867.0
-1435.0,-3230.0,1114.0
-1452.0,-3214.0,1606.0
-1392.0,-3098.0,2119.0
-1314.0,-2807.0,2911.0
-1141.0,-2381.0,3944.0
-943.0,-1800.0,4899.0
-738.0,-1131.0,5765.0
-519.0,-504.0,6876.0
-332.0,17.0,7977.0
-75.0,526.0,8959.0
174.0,1113.0,9869.0
428.0,1539.0,10604.0
684.0,1797.0,11249.0
853.0,1937.0,11688.0
1138.0,1857.0,11961.0
1288.0,1842.0,12042.0
1295.0,1900.0,11922.0
1242.0,1846.0,11778.0
1211.0,1713.0,11461.0
1086.0,1593.0,11032.0
936.0,1377.0,10657.0
771.0,1085.0,10193.0
554.0,850.0,9667.0
363.0,638.0,9240.0
197.0,408.0,8831.0
91.0,144.0,8404.0
2.0,-2.0,8106.0
-91.0,-136.0,7799.0
-112.0,-227.0,7593.0
-161.0,-227.0,7472.0
-220.0,-243.0,7476.0
-242.0,-265.0,7542.0
-217.0,-242.0,7603.0
